,COD_REGION,REGION,COD_PROVIN,PROVINCIA,CUT,ID_COM,COMUNA,TOTAL_PERS,TOTAL_HOMB,TOTAL_MUJE,PERSONAS_0,PERSONAS_6,PERSONAS_1,PERSONAS_M,PERSONAS_E,PUEBLOS_IN,TOTAL_VIV_,TOTAL_VI_1,VIV_OCUPA_,TOTAL_VIVI,CANTIDAD_H,VIV_TIPO_C,VIV_TIPO_D,VIV_TIPO_T,VIV_TIPO_P,VIV_TIPO_M,VIV_TIPO_1,VIV_TIPO_O,VIV_PARED_,VIV_PARE_1,VIV_PARE_2,VIV_PARE_3,VIV_PARE_4,VIV_PARE_5,VIV_TECHO_,VIV_TECH_1,VIV_TECH_2,VIV_TECH_3,VIV_TECH_4,VIV_TECH_5,VIV_TECH_6,VIV_PISO_P,VIV_PISO_R,VIV_PISO_B,VIV_PISO_C,VIV_PISO_T,VIV_MATERI,VIV_MATE_1,VIV_MATE_2,VIV_AGUA_R,VIV_AGUA_P,VIV_AGUA_C,VIV_AGUA_1,lat_comuna,lon_comuna,color
73,5,REGIÃ“N DE VALPARAÃSO,57,SAN FELIPE DE ACONCAGUA,5706,5706,SANTA MARÃA,15234,7554,7629,1067,1490,10147,1637,86,803,5581,3,4908,5584,4996,5174,291,0,17,80,1,18,199,2749,895,430,621,9,493,57,4332,10,0,5,0,4221,137,267,232,32,3438,1400,42,4597,218,48,29,-32.68601797819998,-70.60970265929998,#f632a3
74,5,REGIÃ“N DE VALPARAÃSO,58,MARGA MARGA,5801,5801,QUILPUÃ‰,150103,70838,79066,8599,14304,100081,20143,1743,8856,56242,30,49505,56272,50158,44691,10888,8,77,427,9,142,11407,24911,9477,2468,864,167,12014,4266,32311,169,2,390,25,46265,462,1789,535,59,42655,5641,590,48171,529,326,142,-33.14737770989997,-71.25409171369995,#f632a3
75,5,REGIÃ“N DE VALPARAÃSO,58,MARGA MARGA,5802,5802,LIMACHE,45948,22191,23587,3159,5056,29995,6120,430,2054,16623,24,14368,16647,14554,15457,935,0,45,132,2,52,1345,8135,3346,1028,422,43,2675,357,11096,69,9,84,7,12933,333,672,292,44,11592,2482,152,13009,940,277,47,-33.030772110700006,-71.27891176909999,#f632a3
76,5,REGIÃ“N DE VALPARAÃSO,58,MARGA MARGA,5803,5803,OLMUÃ‰,17235,8427,8750,1043,1547,11141,2445,162,758,8987,4,5841,8991,5920,8650,12,2,25,216,1,81,246,1430,3006,741,377,21,1020,4,4708,20,3,54,1,4959,248,353,214,39,4038,1651,103,4255,820,274,466,-33.0356586297,-71.1104338102,#f632a3
77,5,REGIÃ“N DE VALPARAÃSO,58,MARGA MARGA,5804,5804,VILLA ALEMANA,126361,59566,66629,8300,13505,84094,15188,1191,6817,44895,45,40583,44940,41036,38981,5326,6,65,388,2,127,6749,24618,6571,1681,728,102,8990,1879,29032,120,3,284,27,37939,376,1506,427,62,35335,4365,437,38895,565,867,21,-33.0675667576,-71.33016350199992,#f632a3
78,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6101,6101,RANCAGUA,241254,117492,123425,15917,26991,162491,24771,3958,16957,89707,138,79236,89845,80524,69300,19265,10,400,477,19,236,15692,54778,4888,1477,2085,89,20071,6766,51586,167,6,198,37,73329,1431,3120,684,155,70048,7973,399,78234,335,129,32,-34.125761517299935,-70.81674787199992,#f632a3
79,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6102,6102,CODEGUA,12973,6458,6424,823,1533,8797,1116,101,708,4387,8,3908,4395,3957,4266,1,0,11,100,0,9,300,2190,789,339,276,10,483,6,3383,10,1,12,1,3144,264,276,183,27,2696,1145,43,3624,174,61,33,-34.05708360109998,-70.54718835199999,#1381c0
80,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6103,6103,COINCO,7342,3702,3619,474,737,4860,1000,22,383,2795,4,2384,2799,2409,2672,33,0,18,69,0,3,120,1116,685,214,240,4,533,1,1826,8,0,8,0,2045,121,91,98,17,1666,673,26,2138,192,33,12,-34.282321605499995,-70.97110457999999,#1381c0
81,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6104,6104,COLTAUCO,19526,9727,9708,1308,2210,12843,2143,71,899,7531,4,6213,7535,6263,7239,1,3,21,226,2,39,320,3332,1571,560,409,9,874,3,5297,12,0,12,1,5149,434,302,275,34,4396,1733,54,5735,365,32,46,-34.259651678900006,-71.07756082059997,#1381c0
82,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6105,6105,DOÃ‘IHUE,20864,10358,10458,1455,2495,13894,2200,112,1009,7722,6,6764,7728,6839,7307,93,0,17,282,1,22,520,3855,1403,574,363,26,1127,30,5539,13,0,16,3,5745,311,431,178,37,4969,1631,68,6379,243,88,12,-34.196777501099994,-70.9236348255,#f632a3
83,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6106,6106,GRANEROS,33379,16552,16749,2552,4299,22335,2907,291,2921,11366,12,10210,11378,10352,10501,419,1,144,260,2,39,1282,6954,1025,477,410,32,2377,183,7536,22,0,48,2,9015,389,455,236,24,8255,1753,84,9791,317,33,6,-34.065632863800005,-70.74707145770002,#f632a3
84,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6107,6107,LAS CABRAS,24458,12487,11863,1555,2649,16337,2809,397,1779,11792,31,7956,11823,8046,11257,141,2,64,250,4,74,444,2977,3055,1091,312,44,1058,45,6756,17,3,22,8,6440,464,556,395,45,5313,2444,105,7224,624,25,22,-34.164684375300006,-71.33278134230004,#1381c0
85,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6108,6108,MACHALÃ,52200,25341,26712,4355,7142,34999,3880,968,3009,19557,22,16521,19579,16647,19094,136,1,38,200,12,76,3510,10074,1839,618,413,31,8915,117,7289,36,3,83,10,15277,392,540,195,34,14325,1925,136,16021,280,42,78,-34.32049807540001,-70.31948719499998,#f632a3
86,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6109,6109,MALLOA,13403,6816,6587,714,1239,8973,1415,61,677,5017,5,4382,5022,4446,4707,0,0,20,274,3,13,238,1909,1445,486,278,20,377,2,3950,13,1,17,7,3653,252,196,236,31,3034,1257,64,4175,149,20,15,-34.4764967817,-70.87291704459996,#1381c0
87,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6110,6110,MOSTAZAL,25333,12639,12664,1805,3053,16840,2527,73,1485,9086,10,7834,9096,7998,8191,506,1,37,300,8,43,617,4253,1707,636,574,31,923,182,6640,25,0,18,6,6411,604,357,356,59,5559,2102,96,7083,503,132,66,-33.9557360745,-70.56881192469997,#f632a3
88,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6111,6111,OLIVAR,13598,6818,6780,1019,1650,9231,1349,36,950,4628,6,4215,4634,4261,4362,58,3,39,144,2,20,300,1750,1365,508,262,21,961,27,3159,13,3,25,5,3501,223,245,190,29,2889,1217,64,4105,37,33,7,-34.2115968517,-70.82109982589999,#1381c0
89,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6112,6112,PEUMO,14294,7221,7051,865,1527,9661,1690,33,760,4916,7,4424,4923,4484,4681,49,1,33,138,0,14,414,2396,945,427,232,4,618,47,3716,13,0,10,1,3651,235,329,180,9,3136,1230,23,4261,89,54,2,-34.32902570689999,-71.2218813362,#1381c0
90,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6113,6113,PICHIDEGUA,19681,9997,9547,1212,1934,13133,2415,101,622,7263,9,6288,7272,6465,6974,4,0,23,242,3,17,268,3609,1162,570,642,17,749,4,5468,21,0,13,1,4817,433,467,503,35,3954,2215,58,6049,147,29,14,-34.37117556270002,-71.33909223699999,#1381c0
91,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6114,6114,QUINTA DE TILCOCO,12947,6440,6415,836,1365,8522,1526,53,581,4708,11,4119,4719,4248,4550,0,0,43,105,0,10,228,2464,715,375,317,8,492,2,3589,14,1,4,0,3347,251,261,228,18,2827,1232,28,4004,82,3,13,-34.3592220744,-70.99806728339998,#1381c0
92,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6115,6115,RENGO,58571,28608,29763,3728,6740,39208,5780,435,3507,20720,21,18784,20741,19019,19621,353,2,160,505,11,68,1738,11461,3357,1327,791,63,2539,138,15916,56,3,46,5,15735,991,1089,772,83,14015,4436,154,18076,486,80,48,-34.45463233519997,-70.71895687039988,#f632a3
93,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6116,6116,REQUÃNOA,27883,13992,13738,1748,3266,18918,2291,179,2099,9180,26,8387,9206,8557,8783,2,2,56,280,5,52,795,4299,1942,781,495,30,1411,59,6827,11,0,14,5,7160,370,420,346,33,6113,2103,71,8065,134,57,51,-34.33487836940002,-70.65919616180003,#1381c0
94,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6117,6117,SAN VICENTE,46626,23147,23333,2775,5013,31047,5470,458,1795,17508,20,15276,17528,15549,16910,62,2,83,387,8,56,888,9172,2818,1152,1164,48,3379,39,11712,39,1,24,16,12676,802,837,779,88,10899,4085,150,14676,449,49,32,-34.47745213870002,-71.1231273049999,#f632a3
95,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6201,6201,PICHILEMU,16267,8007,7908,729,1327,10802,1678,255,742,11975,27,5830,12002,5945,11562,22,1,47,266,2,75,366,2135,2402,604,288,17,1028,9,4728,22,1,10,6,5176,248,272,77,27,4361,1356,58,5031,344,310,118,-34.383892600400024,-71.9106902935,#1381c0
96,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6202,6202,LA ESTRELLA,3037,1551,1408,91,188,1909,409,19,72,1888,2,1120,1890,1133,1833,0,0,5,43,3,4,49,407,340,97,221,3,193,1,917,1,0,1,1,914,79,57,45,19,663,425,21,852,232,26,8,-34.2231126322,-71.6025513707,#1381c0
97,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6203,6203,LITUECHE,6238,3234,2968,280,547,3998,848,38,160,3452,8,2270,3460,2299,3320,1,1,9,108,1,12,109,814,954,249,138,3,176,3,2081,3,0,1,1,1861,182,102,96,21,1579,655,24,1684,395,149,33,-34.1070309895,-71.73309143639996,#1381c0
98,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6204,6204,MARCHIHUE,7305,3661,3518,317,580,4742,1075,43,201,3409,8,2553,3417,2582,3242,1,0,9,139,3,15,85,1017,642,223,569,7,308,2,2226,3,1,1,3,2145,162,109,117,8,1485,1032,17,2293,180,59,8,-34.372578962500015,-71.67176486669999,#1381c0
99,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6205,6205,NAVIDAD,6635,3454,3146,319,408,3833,1227,49,250,5506,16,2528,5522,2556,5325,0,1,3,144,3,30,78,313,1683,377,57,12,262,0,2235,6,0,8,3,2105,166,103,98,43,1760,689,56,1945,233,218,108,-34.01276643289999,-71.82076902439997,#1381c0
100,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6206,6206,PAREDONES,6187,3192,2937,163,323,3952,963,14,93,3839,12,2244,3851,2275,3592,0,1,7,224,0,15,45,660,632,218,680,5,356,1,1863,10,0,1,1,1918,113,68,102,39,1182,999,46,1616,540,47,37,-34.67336110390002,-71.91153770980003,#1381c0
101,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6301,6301,SAN FERNANDO,73742,35799,37647,4742,8321,48713,7793,674,3696,28569,74,24311,28643,24603,24687,3356,5,60,347,5,109,2859,16815,2609,967,953,48,4181,1165,18758,40,1,39,9,21294,915,1286,560,115,19765,4154,175,23705,285,118,77,-34.743551284200024,-70.60328681810005,#f632a3
102,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6302,6302,CHÃ‰PICA,15022,7542,7423,886,1407,9820,1932,65,385,5727,4,4956,5731,4995,5474,0,1,11,225,0,16,308,3311,678,298,340,20,506,2,4406,11,0,6,13,3901,366,282,321,69,3450,1379,98,4531,229,95,75,-34.79195794959999,-71.35973936190005,#1381c0
103,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6303,6303,CHIMBARONGO,35371,17741,17487,2045,3702,23461,3806,88,1355,12903,13,11473,12916,11613,12242,110,2,61,434,4,50,735,6439,2335,1119,798,27,1013,68,10289,25,0,26,2,9379,704,639,622,49,7889,3381,93,10860,434,64,47,-34.75167891380002,-70.98087995290004,#1381c0
104,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6304,6304,LOLOL,6764,3406,3295,257,440,4344,974,0,97,2955,6,2351,2961,2371,2828,2,2,6,111,1,5,106,1016,502,191,525,7,258,1,2085,1,0,0,0,1770,239,146,157,28,1253,1048,35,1804,284,165,92,-34.7682481718,-71.6488324554,#1381c0
105,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6305,6305,NANCAGUA,17827,8709,8910,1031,1856,11598,1954,111,693,6531,11,5757,6542,5866,6213,24,2,29,229,3,31,453,3879,913,324,161,9,621,24,5061,13,3,9,1,4764,384,304,238,15,4370,1285,29,5527,159,23,8,-34.66746173540002,-71.19197131739999,#f632a3
106,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6306,6306,PALMILLA,12463,6293,6128,726,1148,8432,1271,29,510,4543,4,3899,4547,3993,4284,0,0,13,228,3,15,188,2516,799,281,99,9,453,3,3417,10,0,2,1,3111,266,208,284,10,2813,1039,17,3778,92,11,4,-34.5279648403,-71.35291309020003,#1381c0
107,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6307,6307,PERALILLO,11005,5466,5417,533,986,7306,1357,39,224,4484,5,3697,4489,3764,4254,15,0,11,190,2,12,217,2343,592,244,286,7,449,4,3210,7,0,8,0,3121,224,140,180,11,2689,949,22,3363,256,45,15,-34.466018523199985,-71.49668047220001,#1381c0
108,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6308,6308,PLACILLA,8732,4392,4274,521,867,5865,1036,62,423,3172,6,2751,3178,2807,2921,0,0,14,220,0,17,161,1461,670,266,174,14,345,2,2387,4,0,1,1,2190,227,132,169,22,1853,838,38,2622,95,20,5,-34.61900125750002,-71.08630944719997,#1381c0
109,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6309,6309,PUMANQUE,3421,1741,1664,119,147,2204,503,27,80,1668,2,1197,1670,1211,1561,0,0,1,102,1,3,24,503,322,128,211,8,133,0,1053,3,0,3,2,933,106,51,89,14,682,483,24,914,173,59,49,-34.59586983839998,-71.69177216949998,#1381c0
110,6,REGIÃ“N DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6310,6310,SANTA CRUZ,37712,18487,19173,2364,4033,24893,4346,668,1184,14247,33,12370,14280,12641,12641,1152,0,51,347,1,55,1273,8509,1465,669,396,24,2107,311,9854,17,1,16,5,10739,628,496,350,71,9920,2216,106,11851,293,66,94,-34.64287703989999,-71.40191902049996,#f632a3
111,7,REGIÃ“N DEL MAULE,71,TALCA,7101,7101,TALCA,219474,104296,114153,12213,21284,150129,23269,2864,7241,80211,233,71182,80444,72943,71349,7740,12,208,592,21,289,16960,45923,4961,1679,1374,79,13106,4485,52949,113,6,75,21,65031,1719,2968,751,100,62117,7929,239,69280,1427,59,27,-35.42782273849992,-71.6021975979001,#f632a3
112,7,REGIÃ“N DEL MAULE,71,TALCA,7102,7102,CONSTITUCIÃ“N,45993,22738,22878,3504,5539,30749,4076,198,2082,18635,80,15271,18715,15427,12950,4945,5,72,494,30,139,2903,6026,4380,1495,356,57,2025,1586,11487,27,0,57,5,14094,245,603,132,78,12340,2610,147,13101,770,365,934,-35.36303603240002,-72.27579901079996,#f632a3
113,7,REGIÃ“N DEL MAULE,71,TALCA,7103,7103,CUREPTO,9427,4757,4541,357,686,5957,1660,0,492,4538,6,3566,4544,3606,4205,2,1,24,296,1,9,309,1315,863,377,683,14,506,1,3034,8,1,5,2,2746,328,138,133,209,2067,1257,220,2530,365,80,571,-35.129737958099966,-71.95298013650003,#1381c0
114,7,REGIÃ“N DEL MAULE,71,TALCA,7104,7104,EMPEDRADO,4082,2113,1878,179,351,2719,386,4,105,1632,7,1404,1639,1437,1460,21,0,6,139,1,5,140,616,397,128,107,8,136,1,1250,0,0,3,1,1209,48,83,33,17,1011,346,26,938,213,86,163,-35.613519996899996,-72.284386519,#1381c0
115,7,REGIÃ“N DEL MAULE,71,TALCA,7105,7105,MAULE,49656,24188,25399,3901,6861,33131,2750,230,1747,18643,12,15716,18655,15831,18270,8,2,20,270,4,69,2817,9593,2348,657,248,20,2123,112,13358,27,0,21,5,13657,801,838,280,46,12915,2585,76,14645,866,78,23,-35.5082259024,-71.71205416939995,#f632a3
116,7,REGIÃ“N DEL MAULE,71,TALCA,7106,7106,PELARCO,8417,4199,4173,566,885,5507,1067,4,188,3274,4,2744,3278,2768,3132,3,0,9,118,0,12,198,1078,799,268,387,8,281,3,2439,4,0,5,1,2109,272,186,129,37,1659,1015,48,2174,407,116,30,-35.383075812899996,-71.3500292078,#1381c0
117,7,REGIÃ“N DEL MAULE,71,TALCA,7107,7107,PENCAHUE,8240,4097,3905,301,691,5319,883,14,83,3550,4,2837,3554,2858,3313,0,0,14,210,2,11,230,918,972,375,320,13,420,3,2385,1,1,5,6,2264,213,137,137,68,1767,958,84,1690,552,176,389,-35.32752471510002,-71.8161738166,#1381c0
118,7,REGIÃ“N DEL MAULE,71,TALCA,7108,7108,RÃO CLARO,13788,7076,6544,638,1145,9315,1444,0,516,5455,6,4679,5461,4707,5270,0,0,12,159,6,8,431,1857,1275,522,561,22,298,7,4312,17,0,5,15,3668,373,298,255,57,2866,1682,85,3985,491,86,81,-35.26062337989999,-71.26886210610003,#1381c0
119,7,REGIÃ“N DEL MAULE,71,TALCA,7109,7109,SAN CLEMENTE,43252,21621,21547,2811,4674,28545,4603,91,1445,18342,38,14089,18380,14203,17572,0,7,51,416,7,289,1713,7242,2619,1048,1391,49,1386,16,12563,32,1,24,9,11205,1341,653,599,187,9519,4186,240,12597,691,83,634,-35.711566936100056,-70.84978177359997,#1381c0
120,7,REGIÃ“N DEL MAULE,71,TALCA,7110,7110,SAN RAFAEL,9183,4556,4606,508,1066,5953,931,12,341,3583,3,3028,3586,3040,3441,1,0,4,116,4,17,277,1452,806,209,261,12,302,4,2690,8,0,8,3,2409,291,163,117,29,2051,902,44,2393,453,148,9,-35.301504609400006,-71.50047438029999,#f632a3
121,7,REGIÃ“N DEL MAULE,72,CAUQUENES,7201,7201,CAUQUENES,39462,18520,20676,2331,3847,24760,5801,39,767,17643,15,13954,17658,14088,16831,275,5,41,423,8,60,1891,8310,2028,791,828,55,2125,74,11604,48,3,16,5,11461,719,958,518,199,10285,3244,263,11883,1307,356,320,-35.97124380359995,-72.28049053850008,#f632a3
122,7,REGIÃ“N DEL MAULE,72,CAUQUENES,7202,7202,CHANCO,8895,4382,4418,479,809,5748,1161,0,169,3683,7,3001,3690,3028,3471,0,0,4,193,1,14,196,1206,659,301,602,28,664,0,2306,9,0,6,1,2447,136,198,145,56,1770,1120,84,1663,833,196,285,-35.698940551799986,-72.48502256839996,#f632a3
123,7,REGIÃ“N DEL MAULE,72,CAUQUENES,7203,7203,PELLUHUE,7470,3690,3714,433,692,4581,1077,19,183,5716,31,2730,5747,2762,5536,13,1,7,116,3,40,283,1412,548,189,280,13,379,9,2313,7,0,5,3,2282,115,219,79,20,1934,735,36,1871,212,87,536,-35.911538924700004,-72.60740926569999,#f632a3
124,7,REGIÃ“N DEL MAULE,73,CURICÃ“,7301,7301,CURICÃ“,148319,71920,76132,8541,15669,100419,13983,1865,7935,54194,49,48407,54243,49272,51553,1736,7,136,545,17,200,9238,32282,4011,1715,931,70,8379,1077,38462,150,2,55,28,42964,1291,2722,974,104,40633,7028,216,46300,1596,117,148,-35.19849436100002,-70.89737077570015,#f632a3
125,7,REGIÃ“N DEL MAULE,73,CURICÃ“,7302,7302,HUALAÃ‘Ã‰,9654,4847,4742,411,799,6010,1314,7,430,4322,7,3437,4329,3499,4054,30,1,18,199,1,19,516,1674,660,306,266,7,373,4,3023,13,1,6,1,2842,194,192,138,50,2417,925,61,2788,369,206,59,-34.952615122,-71.70879394860002,#1381c0
126,7,REGIÃ“N DEL MAULE,73,CURICÃ“,7303,7303,LICANTÃ‰N,6652,3262,3222,349,630,4395,844,12,898,3930,28,2346,3958,2369,3697,7,1,9,181,1,34,254,959,729,237,149,10,274,4,2040,11,0,1,1,2075,74,124,42,16,1734,564,24,1878,92,158,195,-34.974286696899995,-72.06032911600002,#1381c0
127,7,REGIÃ“N DEL MAULE,73,CURICÃ“,7304,7304,MOLINA,45847,22459,23198,2823,4803,30468,4902,144,2484,17276,32,15030,17308,15272,16846,42,1,36,251,18,82,1870,10416,1511,597,563,41,1535,49,13311,46,1,25,12,12679,658,1038,514,52,11746,3055,98,14351,412,67,134,-35.35276588700001,-70.91092238430006,#f632a3
128,7,REGIÃ“N DEL MAULE,73,CURICÃ“,7305,7305,RAUCO,10473,5214,5233,540,1067,6834,1164,16,316,4153,1,3617,4154,3651,4008,0,0,6,130,3,6,438,2301,533,182,136,9,419,5,3157,12,0,2,0,2890,250,213,192,49,2683,853,52,3090,376,73,62,-34.9377136252,-71.42576557029999,#f632a3
129,7,REGIÃ“N DEL MAULE,73,CURICÃ“,7306,7306,ROMERAL,15138,7473,7527,1001,1514,10278,1491,70,1054,5664,25,4824,5689,4886,5406,1,1,32,195,2,27,560,2347,1222,421,239,17,500,5,4268,15,2,16,1,3991,275,347,157,28,3472,1255,53,4197,443,100,57,-35.06816315569998,-70.71202486199996,#f632a3
130,7,REGIÃ“N DEL MAULE,73,CURICÃ“,7307,7307,SAGRADA FAMILIA,18520,9332,9133,840,1760,12449,1955,38,702,6829,4,6029,6833,6091,6504,16,0,14,273,3,19,685,3233,1272,564,248,20,526,3,5463,10,0,7,0,4887,348,418,295,54,4318,1600,70,5382,558,27,33,-35.103600008299985,-71.49569897199996,#1381c0
131,7,REGIÃ“N DEL MAULE,73,CURICÃ“,7308,7308,TENO,28897,14727,14123,1584,2939,19417,3102,70,1183,10780,17,9421,10797,9522,10337,8,4,26,339,7,59,920,5169,2081,838,344,47,706,8,8616,26,2,12,1,7729,499,663,439,50,6767,2477,94,8184,1004,89,88,-34.88814848829998,-71.02183933439994,#1381c0
132,7,REGIÃ“N DEL MAULE,73,CURICÃ“,7309,7309,VICHUQUÃ‰N,4322,2155,2039,183,390,2776,604,10,429,3453,12,1708,3465,1717,3298,1,0,7,130,3,14,79,438,710,209,254,10,388,2,1298,9,0,5,2,1446,99,62,65,31,1085,566,43,1074,294,116,215,-34.84131179149998,-72.0225310265,#1381c0
133,7,REGIÃ“N DEL MAULE,74,LINARES,7401,7401,LINARES,93036,44158,48468,6012,10211,61624,10497,464,3087,35433,34,30806,35467,31234,34274,431,3,156,449,8,112,5158,18929,3466,1229,1891,50,5637,314,24574,60,1,38,14,26996,957,1607,781,262,24531,5613,332,28398,1512,224,471,-35.958274795500046,-71.33256713890016,#f632a3
134,7,REGIÃ“N DEL MAULE,74,LINARES,7402,7402,COLBÃšN,20698,10010,10396,1162,2092,13278,2478,34,714,8959,26,7032,8985,7088,8624,2,1,19,205,2,106,681,3673,1259,453,919,27,862,6,6093,10,1,16,10,5726,528,405,245,90,4723,2114,127,6439,255,28,270,-36.07610457639999,-70.9801742421,#f632a3
135,7,REGIÃ“N DEL MAULE,74,LINARES,7403,7403,LONGAVÃ,30461,15346,14951,1802,3056,20351,3153,65,1154,11853,7,10032,11860,10127,11092,7,10,59,622,3,60,946,5476,1509,775,1251,34,973,11,8913,41,2,22,9,7767,542,825,669,154,6449,3274,189,8089,1464,262,140,-36.11044062270002,-71.44196093739995,#1381c0
136,7,REGIÃ“N DEL MAULE,74,LINARES,7404,7404,PARRAL,41610,20079,21392,2437,4144,26952,4873,141,916,17419,21,14489,17440,14599,16634,304,0,35,373,5,68,1723,8955,2333,824,570,56,1398,201,12766,43,2,19,2,12062,844,915,506,102,10990,3231,155,12490,1665,155,107,-36.26214279690007,-71.64662885889994,#f632a3
137,7,REGIÃ“N DEL MAULE,74,LINARES,7405,7405,RETIRO,19954,9996,9866,1265,2044,13059,2411,24,443,8242,9,6901,8251,6939,7922,1,1,18,279,1,20,464,3986,1401,550,455,28,561,8,6266,24,0,5,0,5733,344,418,294,69,5008,1736,90,5110,1658,75,7,-36.00220064570001,-71.82994580710005,#1381c0
138,7,REGIÃ“N DEL MAULE,74,LINARES,7406,7406,SAN JAVIER,45206,21555,23153,2659,4832,28742,5033,168,1147,17724,25,15028,17749,15166,17234,32,5,31,358,6,58,1303,9848,1712,723,1375,37,2040,63,12789,35,3,21,8,12691,798,796,529,128,11075,3641,172,12762,1677,242,283,-35.62882053869999,-71.9270734738001,#f632a3
139,7,REGIÃ“N DEL MAULE,74,LINARES,7407,7407,VILLA ALEGRE,16173,7782,8269,936,1568,10405,1968,5,375,6800,7,5644,6807,5696,6654,1,0,9,101,2,33,581,3293,834,321,594,10,962,5,4635,8,0,9,1,4702,282,338,242,46,3987,1545,63,4993,574,19,13,-35.68556066139997,-71.68293463049996,#f632a3
140,7,REGIÃ“N DEL MAULE,74,LINARES,7408,7408,YERBAS BUENAS,17970,9044,8882,1097,1937,11908,1838,18,502,6763,2,5876,6765,5963,6437,16,1,22,269,0,18,485,2963,1272,534,593,15,727,1,5111,11,0,4,3,4679,393,406,301,66,3835,1912,80,5316,386,113,19,-35.689223748400025,-71.54411612049994,#1381c0
141,8,REGIÃ“N DEL BIOBÃO,81,CONCEPCIÃ“N,8101,8101,CONCEPCIÃ“N,222052,106653,115275,12366,18307,156837,26141,3287,18598,85128,283,74923,85411,78403,52973,30254,6,794,759,4,338,31697,24036,14672,3800,67,392,14250,13330,46267,123,2,430,16,70617,900,2233,606,28,66249,7027,770,73324,379,252,507,-36.83430327850007,-72.95082923920012,#f632a3
142,8,REGIÃ“N DEL BIOBÃO,81,CONCEPCIÃ“N,8102,8102,CORONEL,113529,54398,59047,7504,13021,76613,9713,225,12832,40224,31,35436,40255,35756,37641,1960,3,77,403,21,119,6659,16766,9455,2270,36,155,3989,678,30350,66,2,137,21,31300,461,2802,629,20,29041,5744,294,34162,784,9,254,-37.00721336209997,-73.12558414439995,#f632a3
